id_x,company_id,year_x,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,id_y,compounded_sales_growth,compounded_profit_growth,stock_price_cagr,roe,company_logo,company_name,chart_link,about_company,website,nse_profile,bse_profile,face_value,book_value,roce_percentage,roe_percentage,broad_sector,sub_sector,index_weight_pct,market_cap_category,year_y,market_cap_crore,enterprise_value_crore,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct,composite_score
447,GRASIM,Mar 2024,7.58,20.76,11.2,1.55,3.02,0.32,-33833.0,Capital Intensive,85.0,666.5639097744361,12.0,137155.0,-10719.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/GRASIM.png,Grasim Industries Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Grasim Industries Limited is the flagship company of the Aditya Birla group, it ranks amongst India's largest private sector companies. On standalone basis, GIL's core businesses comprise of viscose Staple fibre (VSF), caustic soda, speciality chemicals, rayon-grade wood pulp (RGWP) with plants at multiple locations. It also has certain other businesses such as fertiliser, textile",https://www.grasim.com/,https://www.nseindia.com/get-quotes/equity?symbol=GRASIM,https://www.bseindia.com/stock-share-price/grasim-industries-ltd/GRASIM/500300/,2.0,1411.0,9.3,6.9,Industrials,Diversified Industrials,2.61,Mid Cap,2024.0,478951.82,601673.21,79.35,5.68,15.23,0.98,7.405
455,HAL,Mar 2024,25.0,32.09,3816.58,0.62,270.88,67.51,1814.0,Capital Intensive,114.0,39.8,31.0,123.0,8226.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/HAL.png,Hindustan Aeronautics Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Hindustan Aeronautics is engaged in the business of Manufacture of Aircraft and Helicopters and Repair, Maintenance of Aircraft and Helicopters",https://hal-india.co.in/,https://www.nseindia.com/get-quotes/equity?symbol=HAL,https://www.bseindia.com/stock-share-price/hindustan-aeronautics-ltd/HAL/541154/,5.0,465.0,38.9,28.9,Industrials,Defence & Aerospace,1.6,Large Cap,2024.0,2643616.86,3140281.78,71.89,3.65,8.76,2.77,1001.1949999999999
467,HAVELLS,Mar 2024,6.84,10.12,17.07,0.04,25.36,1.5,335.0,Capital Intensive,20.0,118.2063492063492,44.0,303.0,1953.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/HAVELLS.png,Havells India Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Havells India Limited is a leading Fast Moving Electrical Goods (FMEG) Company and a major power distribution equipment manufacturer with a strong global presence.
It enjoys enviable market dominance across a wide spectrum of products, including Industrial & Domestic Circuit Protection Devices, Cables & Wires, Motors, Fans, Modular Switches, Home Appliances, Air Conditioners, Electric Water Heaters, Power Capacitors, Luminaires for Domestic, Commercial and Industrial",https://havells.com/,https://www.nseindia.com/get-quotes/equity?symbol=HAVELLS,https://www.bseindia.com/stock-share-price/havells-india-ltd/HAVELLS/517354/,1.0,124.0,24.4,18.0,Industrials,Consumer Electricals,1.44,Large Cap,2024.0,2521508.87,2620805.22,45.41,14.08,30.73,2.6,10.0955
478,HCLTECH,Mar 2024,14.29,22.02,23.01,0.08,46.46,1.11,15840.0,Moderate,58.0,125.7145488029466,90.0,5758.0,22448.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/HCLTECH.png,HCL Technologies Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"HCL Tech is a leading global IT services company, which is ranked amongst the top five Indian IT services companies in terms of revenues. Since its inception into the global landscape after its IPO in 1999, HCL Tech has focused on transformational outsourcing, and offers an integrated portfolio of services including software-led IT solutions, remote infrastructure management, engineering and R&D services and BPO. The company leverages its extensive global offshore infrastructure and network of offices in 46 ",https://www.hcltech.com/,https://www.nseindia.com/get-quotes/equity?symbol=HCLTECH,https://www.bseindia.com/stock-share-price/hcl-technologies-ltd/HCLTECH/532281/,2.0,254.0,29.6,23.3,Information Technology,IT Services,2.5,Large Cap,2024.0,412593.29,461362.25,63.63,5.44,31.21,1.99,17.125500000000002
502,HDFCLIFE,Mar 2024,1.55,99.48,10.73,0.06,192.29,0.34,-2893.0,Capital Intensive,7.0,6.818224081822408,27.0,950.0,10721.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/HDFCLIFE.png,HDFC Life Insurance Company Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AHDFCLIFE,HDFC Life Insurance Company is engaged in carrying on the business of life insurance. The Company offers a range of individual and group insurance solutions.,http://www.hdfclife.com/,https://www.nseindia.com/get-quotes/equity?symbol=HDFCLIFE,https://www.bseindia.com/stock-share-price/hdfc-life-insurance-company-ltd/HDFCLIFE/540777/,10.0,73.0,6.61,11.4,Financials,Life Insurance,0.93,Large Cap,2024.0,47027.6,42921.31,50.59,11.28,31.63,3.22,51.422
513,HEROMOTOCO,Mar 2024,9.9,86.15,21.14,0.03,47.27,1.44,3095.0,Moderate,187.0,442.475,75.0,606.0,4923.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/HEROMOTOCO.png,"Hero MotoCorp Ltd
",https://in.tradingview.com/chart/?symbol=NSE%3AHEROMOTOCO,"Hero Moto Corp earlier also known as \""Hero Honda\"" is one of India's first motorcycle manufacturers.
The company started in 1984 as a Technological collaboration with Honda, Japan. Before this collaboration, Hero was selling Cycles under the brand name, Hero Cycles.",http://www.heromotocorp.com/,https://www.nseindia.com/get-quotes/equity?symbol=HEROMOTOCO,https://www.bseindia.com/stock-share-price/hero-motocorp-ltd/HEROMOTOCO/500182/,2.0,951.0,29.1,22.0,Consumer Discretionary,Two Wheelers,0.26,Large Cap,2024.0,1593400.88,1475343.49,53.86,12.6,28.27,1.91,29.6055
525,HINDALCO,Mar 2024,4.7,88.95,9.57,0.53,126.47,0.94,9789.0,Moderate,45.0,478.13513513513516,8.0,56356.0,24056.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/HINDALCO.png,Hindalco Industries Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AHINDALCO,"Incorporated in 1958, Hindalco Industries Ltd. is a flagship company of the Aditya Birla Group. The Co and its subsidiaries are primarily engaged in the production of Aluminium and Copper. It is also
engaged in the manufacturing of aluminium sheet, extrusion and light gauge products for use in packaging markets like beverage and food, can and foil products, etc.",http://www.hindalco.com/,https://www.nseindia.com/get-quotes/equity?symbol=HINDALCO,https://www.bseindia.com/stock-share-price/hindalco-industries-ltd/HINDALCO/500440/,1.0,153.0,11.3,10.2,Materials,Metals & Mining,0.64,Large Cap,2024.0,722281.1,656285.92,56.45,9.32,27.63,0.98,39.153000000000006
537,HINDUNILVR,Mar 2024,16.61,76.32,20.07,0.03,57.85,0.79,10145.0,Capital Intensive,44.0,217.94893617021276,96.0,1484.0,15469.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/HINDUNILVR.png,"Hindustan Unilever Ltd
",https://in.tradingview.com/chart/?symbol=NSE%3AHINDUNILVR,"Hindustan Unilever is in the FMCG business comprising primarily of Home Care, Beauty & Personal Care and Foods & Refreshment segments. The Company has manufacturing facilities across the country and sells primarily in India.",http://www.hul.co.in/,https://www.nseindia.com/get-quotes/equity?symbol=HINDUNILVR,https://www.bseindia.com/stock-share-price/hindustan-unilever-ltd/HINDUNILVR/500696/,1.0,216.0,27.2,20.2,Consumer Staples,FMCG,1.11,Mid Cap,2024.0,548890.59,587463.38,34.51,11.88,7.52,4.32,28.959000000000003
561,ICICIGI,Mar 2024,9.37,87.42,15.72,0.0,160.03,0.32,486.0,Capital Intensive,39.0,24.75659229208925,28.0,35.0,2407.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/ICICIGI.png,ICICI Lombard General Insurance Company Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AICICIGI,ICICI Lombard General Insurance Co. Ltd is one of the leading and established private sector general insurance companies in India. It offers a well-diversified range of products and risk management solutions through multiple distribution channels,http://www.icicilombard.com/,https://www.nseindia.com/get-quotes/equity?symbol=ICICIGI,https://www.bseindia.com/stock-share-price/icici-lombard-general-insurance-company-ltd/ICICIGI/540716/,10.0,275.0,22.5,17.0,Financials,General Insurance,3.51,Large Cap,2024.0,1271789.21,1382030.89,49.0,7.86,36.96,3.46,45.4185
573,ICICIPRULI,Mar 2024,0.94,102.03,7.73,0.11,31.02,0.3,105.0,Capital Intensive,6.0,7.63705759888966,10.0,1200.0,-7315.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/ICICIPRULI.png,ICICI Prudential Life Insurance Company Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"ICICI Prudential Life Insurance Company Ltd carries on business of providing life insurance, pensions and health insurance products to individuals and groups. The business is conducted in participating, non-participating and unit linked lines of business. These products are distributed through individual agents, corporate agents, banks, brokers, sales force and company's website.[1]

It is promoted by ICICI Bank and Prudential Corporation :-

ICICI Bank (51% stake)[2] - The company is a part of ICICI Bank Ltd which is the 2nd largest private bank in India. It offers a diversified range of products and services to retail, SME and corporate customers.[3]

Prudential Plc (22% stake) - It is a British multinational insurance company based in London, England. It is the largest UK life insurer in Asia with presence in India, China, Cambodia, Indonesia, Laos, Malaysia, Myanmar, Philippines and other Asian countries. It is also present in African subcontinent in Nigeria, Ghana, Togo and other countries.[4]

",https://www.iciciprulife.com/,https://www.nseindia.com/get-quotes/equity?symbol=ICICIPRULI,https://www.bseindia.com/stock-share-price/icici-prudential-life-insurance-company-ltd/ICICIPRULI/540133/,10.0,80.0,8.75,8.07,Financials,Life Insurance,2.47,Large Cap,2024.0,1596987.55,2014403.87,20.83,12.38,22.57,0.35,26.991500000000002
1184,INDIGO,Mar 2024,11.85,76.3,892.57,0.02,22.61,56.39,9424.0,Capital Intensive,212.0,19.0625,0.0,17.0,21183.0,,-50.0,-50.0,,,"https://rb.gy/rv6gr8
",Interglobe Aviation Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AINDIGO,"Interglobe Aviation Ltd (Indigo) is India's largest passenger airline operating as a low-cost carrier. Serving 86 destinations including 24 international destinations, it provides passengers with a simple, unbundled product, fulfilling its singular brand promise of providing \""low fares, on-time flights, and a courteous and hassle-free service\"" to its customers. IndiGo commenced operations in August 2006 with a single aircraft and has grown its fleet to 262 aircrafts.",http://www.goindigo.in/,https://www.nseindia.com/get-quotes/equity?symbol=INDIGO,https://www.bseindia.com/stock-share-price/interglobe-aviation-ltd/INDIGO/539448/,10.0,97.0,24.5,,Consumer Discretionary,Airlines,3.03,Large Cap,2024.0,1040632.92,1061542.29,76.23,7.87,24.64,4.27,241.794
597,INFY,Mar 2024,17.08,23.7,29.79,0.09,87.52,1.13,20117.0,Moderate,63.0,42.54756156446161,,8359.0,25210.0,5.0,-50.0,-50.0,     10 Years:     15%,10 Years:      27%,https://images.5paisa.com/MarketIcons/INFY.png,Infosys Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AINFY,"Infosys Ltd provides consulting, technology, outsourcing and next-generation digital services to enable clients to execute strategies for their digital transformation",http://www.infosys.com/,https://www.nseindia.com/get-quotes/equity?symbol=INFY,https://www.bseindia.com/stock-share-price/infosys-ltd/INFY/500209/,5.0,218.0,40.0,31.8,Information Technology,IT Services,3.37,Large Cap,2024.0,1112279.92,1372029.68,35.99,8.97,36.7,4.1,25.3155
597,INFY,Mar 2024,17.08,23.7,29.79,0.09,87.52,1.13,20117.0,Moderate,63.0,42.54756156446161,,8359.0,25210.0,6.0,-50.0,-50.0,       5 Years:     22%,5 Years:        29%,https://images.5paisa.com/MarketIcons/INFY.png,Infosys Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AINFY,"Infosys Ltd provides consulting, technology, outsourcing and next-generation digital services to enable clients to execute strategies for their digital transformation",http://www.infosys.com/,https://www.nseindia.com/get-quotes/equity?symbol=INFY,https://www.bseindia.com/stock-share-price/infosys-ltd/INFY/500209/,5.0,218.0,40.0,31.8,Information Technology,IT Services,3.37,Large Cap,2024.0,1112279.92,1372029.68,35.99,8.97,36.7,4.1,25.3155
597,INFY,Mar 2024,17.08,23.7,29.79,0.09,87.52,1.13,20117.0,Moderate,63.0,42.54756156446161,,8359.0,25210.0,7.0,-50.0,-50.0,       3 Years:     4%,3 Years:        31%,https://images.5paisa.com/MarketIcons/INFY.png,Infosys Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AINFY,"Infosys Ltd provides consulting, technology, outsourcing and next-generation digital services to enable clients to execute strategies for their digital transformation",http://www.infosys.com/,https://www.nseindia.com/get-quotes/equity?symbol=INFY,https://www.bseindia.com/stock-share-price/infosys-ltd/INFY/500209/,5.0,218.0,40.0,31.8,Information Technology,IT Services,3.37,Large Cap,2024.0,1112279.92,1372029.68,35.99,8.97,36.7,4.1,25.3155
597,INFY,Mar 2024,17.08,23.7,29.79,0.09,87.52,1.13,20117.0,Moderate,63.0,42.54756156446161,,8359.0,25210.0,8.0,-50.0,-50.0,       1 Year:       27%,Last Year:     32%,https://images.5paisa.com/MarketIcons/INFY.png,Infosys Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AINFY,"Infosys Ltd provides consulting, technology, outsourcing and next-generation digital services to enable clients to execute strategies for their digital transformation",http://www.infosys.com/,https://www.nseindia.com/get-quotes/equity?symbol=INFY,https://www.bseindia.com/stock-share-price/infosys-ltd/INFY/500209/,5.0,218.0,40.0,31.8,Information Technology,IT Services,3.37,Large Cap,2024.0,1112279.92,1372029.68,35.99,8.97,36.7,4.1,25.3155
609,IOC,Mar 2024,5.56,9.74,23.53,0.72,10.28,1.61,39635.0,Moderate,30.0,13.318109207086843,40.0,132628.0,71099.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/IOC.png,"Indian Oil Corporation
",https://in.tradingview.com/chart/?symbol=NSE%3AIOC,"Indian Oil Corporation Limited, trading as IndianOil, is an Indian multinational oil and gas company under the ownership of Government of India and administrative control of the Ministry of Petroleum and Natural Gas.",https://www.iocl.com/,https://www.nseindia.com/get-quotes/equity?symbol=IOC,https://www.bseindia.com/stock-share-price/indian-oil-corporation-ltd/ioc/530965/,10.0,129.0,21.31,25.44,Energy,Oil & Gas Refining,0.27,Mid Cap,2024.0,1418164.33,1786391.89,28.61,4.24,33.71,1.25,9.3725
619,IRCTC,Mar 2024,26.02,34.33,34.4,0.02,82.74,0.7,667.0,Moderate,14.0,20.1875,47.0,60.0,882.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/IRCTC.png,Indian Railway Catering & Tourism Corporation Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AIRCTC,"Incorporated in 1999, IRCTC is a Mini Ratna (Category 1, Central Public Sector Enterprises ) and the only company authorized by the Indian government to provide online railway tickets, catering services, and packaged drinking water
at railway stations and trains in India",http://www.irctc.com/,https://www.nseindia.com/get-quotes/equity?symbol=IRCTC,https://www.bseindia.com/stock-share-price/indian-railway-catering-tourism-corporation-ltd/IRCTC/542830/,2.0,44.0,53.8,40.4,Consumer Discretionary,Travel & Tourism,3.97,Mid Cap,2024.0,1258520.29,1473943.68,60.44,5.74,32.47,1.08,27.877
640,ITC,Mar 2024,29.28,37.02,27.85,0.0,362.96,0.77,18742.0,Asset Light,16.0,59.701121794871796,84.0,303.0,17179.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/ITC.png,"ITC Ltd
",https://in.tradingview.com/chart/?symbol=ITC,"ITC Limited is an Indian conglomerate, headquartered in Kolkata. It has a presence across six business segments, namely FMCG, hotels, agribusiness, information technology, paper products, and packaging.",https://www.itcportal.com/,https://www.nseindia.com/get-quotes/equity?symbol=ITC,https://www.bseindia.com/stock-share-price/itc-ltd/itc/500875/,1.0,60.0,34.76,29.47,Consumer Staples,Diversified FMCG,1.39,Large Cap,2024.0,332245.58,369131.93,47.85,3.24,17.19,4.26,68.81049999999999
652,JINDALSTEL,Mar 2024,11.8,20.26,13.41,0.37,8.0,0.64,-2336.0,Capital Intensive,58.0,443.16,3.0,16472.0,6008.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/JINDALSTEL.png,Jindal Steel & Power Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AJINDALSTEL,"Jindal Steel & Power Ltd is one of the India's leading steel producers with significant presence in sectors like mining and power generation. The group has global presence through subsidiaries, mainly in Australia, Botswana, Indonesia, Mauritius, Mozambique, Madagascar, Namibia, South Africa, Tanzania and Zambia",http://www.jindalsteelpower.com/,https://www.nseindia.com/get-quotes/equity?symbol=JINDALSTEL,https://www.bseindia.com/stock-share-price/jindal-steel-power-ltd/JINDALSTEL/532286/,1.0,464.0,13.2,14.1,Materials,Steel,1.41,Large Cap,2024.0,396587.97,478682.44,77.64,5.73,20.22,1.9,8.6045
654,JIOFIN,Mar 2024,86.52,84.04,1.15,0.0,198.8,0.01,763.0,Capital Intensive,3.0,21.902565716984103,0.0,0.0,-678.0,,-50.0,-50.0,,,"https://mkt.in/static/mkt-icons/nifty100/JIOFIN.png
",Jio Financial Services Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AJIOFIN,"Jio Financial Services Ltd is an Indian financial services company, based in Mumbai. Originally a subsidiary of Reliance Industries, it was demerged as an independent entity and listed on the Indian stock exchanges in August 2023.",https://www.jfs.in/,https://www.nseindia.com/get-quotes/equity?symbol=JIOFIN,https://bseindia.com/stock-share-price/jio-financial-services-ltd/jiofin/543940/,10.0,216.0,2.16,1.82,Financials,Diversified Financials,0.38,Mid Cap,2024.0,1401774.99,1814281.53,34.24,9.91,26.41,3.09,46.91550000000001
666,JSWENERGY,Mar 2024,15.02,46.86,8.28,1.52,2.85,0.2,-1963.0,Capital Intensive,10.0,12.694698354661792,19.0,31573.0,6234.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/JSWENERGY.png,JSW Energy Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"JSW Energy Ltd and its subsidiaries are primarily engaged in the business of generation of power from its power assets located at Karnataka, Maharashtra, Nandyal and Salboni. It is the holding company for the JSW group's power business.
The company also has a JV company engaged in mining activities and an associate engaged in manufacturing of turbines.[1]

",https://www.jsw.in/,https://www.nseindia.com/get-quotes/equity?symbol=JSWENERGY,https://www.bseindia.com/stock-share-price/jsw-energy-ltd/JSWENERGY/533148/,10.0,160.0,8.59,8.4,Energy,Power & Utilities,1.14,Mid Cap,2024.0,110870.53,124622.6,24.79,9.88,35.95,1.25,11.8695
678,JSWSTEEL,Mar 2024,5.13,16.09,11.55,1.13,3.66,0.77,-2389.0,Capital Intensive,36.0,254.65245901639344,25.0,87984.0,12078.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/JSWSTEEL.png,JSW Steel Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AJSWSTEEL,JSW Steel Limited is an Indian multinational steel producer based in Mumbai and is a flagship company of the JSW Group.,https://www.jswsteel.in/,https://www.nseindia.com/get-quotes/equity?symbol=JSWSTEEL,https://www.bseindia.com/stock-share-price/jsw-steel-ltd/jswsteel/500228/,1.0,326.0,13.36,11.66,Materials,Steel,4.49,Large Cap,2024.0,2612646.38,3187328.18,69.27,4.37,35.49,2.94,6.6545000000000005
690,KOTAKBANK,Mar 2024,32.39,83.67,14.01,4.0,1.24,0.07,6766.0,Capital Intensive,92.0,130.75653923541248,2.0,520374.0,15685.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/KOTAKBANK.png,"Kotak Mahindra Bank Ltd
",https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Kotak Mahindra Bank is a diversified financial services group providing a wide range of banking and financial services including Retail Banking, Treasury and Corporate Banking, Investment Banking, Stock Broking, Vehicle Finance, Advisory services, Asset Management, Life Insurance and General Insurance.[1]

",https://www.kotak.com/en/home.html,https://www.nseindia.com/get-quotes/equity?symbol=KOTAKBANK,https://www.bseindia.com/stock-share-price/kotak-mahindra-bank-ltd/KOTAKBANK/500247/,5.0,654.0,7.86,15.1,Financials,Private Banks,3.47,Large Cap,2024.0,430223.52,548886.13,32.9,1.15,15.52,1.51,20.422500000000003
696,LICI,Mar 2024,4.84,3.87,49.45,0.0,371.94,0.16,853.0,Asset Light,66.0,13.082529644268774,15.0,0.0,26122.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/LICI.png,Life Insurance Corporation of India,https://in.tradingview.com/chart/?symbol=NSE%3ALICI,Life Insurance Corporation of India is an Indian multinational public sector life insurance company headquartered in Mumbai,https://www.licindia.in/,https://www.nseindia.com/get-quotes/equity?symbol=LICI,https://www.bseindia.com/stock-share-price/life-insurance-corporation-of-india/lici/543526/,10.0,154.0,63.79,63.61,Financials,Life Insurance,2.18,Large Cap,2024.0,183583.67,205478.22,30.67,8.1,12.21,3.77,68.9275
705,LODHA,Mar 2024,15.06,25.83,8.9,0.44,5.63,0.22,-435.0,Capital Intensive,16.0,17.574446680080484,,7698.0,2512.0,,-50.0,-50.0,,,https://rb.gy/b35o6u,Macrotech Developers Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Macrotech Developers Ltd is primarily engaged in the business of real estate development. It is among the largest real estate developers in terms of presales and development pipeline in India with a presence in MMR, Pune and entered in Bengaluru market in Nov'23.[1]

",https://www.lodhagroup.com/,https://www.nseindia.com/get-quotes/equity?symbol=LODHA,https://www.bseindia.com/stock-share-price/macrotech-developers-ltd/LODHA/543287/,10.0,183.0,11.1,10.7,Real Estate,Real Estate,1.59,Large Cap,2024.0,1209919.99,1301112.44,51.95,7.65,34.33,4.05,8.2355
717,LT,Mar 2024,7.03,13.51,77.67,0.1,3.54,8.03,20445.0,Asset Light,95.0,667.2666666666667,36.0,2071.0,18266.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/LT.png,Larsen & Toubro Ltd,https://in.tradingview.com/chart/?symbol=NSE%3ALT,"Lithuania, officially the Republic of Lithuania, is a country in the Baltic region of Europe. It is one of three Baltic states and lies on the eastern shore of the Baltic Sea, bordered by Latvia to the north, Belarus to the east and south, Poland to the south, and the Russian semi-exclave of Kaliningrad Oblast to the southwest, with a maritime border with Sweden to the west. ",https://www.larsentoubro.com/,https://www.nseindia.com/get-quotes/equity?symbol=LT,https://www.bseindia.com/stock-share-price/larsen--toubro-ltd/lt/500510/,2.0,635.0,17.18,10.49,Industrials,Engineering & Construction,3.03,Large Cap,2024.0,1124597.5,1097873.76,30.8,2.48,16.63,1.26,22.6505
729,LTIM,Mar 2024,12.91,17.98,22.9,0.1,31.93,1.29,1752.0,Capital Intensive,155.0,667.2666666666667,42.0,2071.0,5670.0,,-50.0,-50.0,,,,LTIMindtree Ltd,https://mkt.in/static/mkt-icons/nifty100/ABB.png,"LTIMindtree Limited is an Indian multinational information technology services and consulting company based in Mumbai. A subsidiary of Larsen & Toubro, the company was incorporated in 1996 and employs more than 81,000 people",https://www.ltimindtree.com/,https://www.nseindia.com/get-quotes/equity?symbol=LTIM,https://www.bseindia.com/stock-share-price/ltimindtree-ltd/ltim/540005/,1.0,711.0,34.1,26.04,Information Technology,IT Services,2.64,Large Cap,2024.0,1347046.9,1647384.23,64.52,2.38,18.9,4.43,14.110499999999998
741,M&M,Mar 2024,8.82,17.9,18.54,1.64,3.76,0.59,-11245.0,Moderate,91.0,118.8330341113106,21.0,108647.0,-5630.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/M&M.png,"Mahindra & Mahindra Ltd
",https://in.tradingview.com/chart/?symbol=NSE%3AM&M=,"Mahindra & Mahindra is an Indian automobile manufacturing company headquartered in Mumbai, Maharashtra. It was established in 1945 as Mahindra & Mohammed and later renamed Mahindra & Mahindra.",https://auto.mahindra.com/,https://www.nseindia.com/get-quotes/equity?symbol=M&M,https://www.bseindia.com/stock-share-price/mahindra--mahindra-ltd/mm/500520/,5.0,567.0,26.98,17.99,Consumer Discretionary,Automobiles,3.95,Large Cap,2024.0,4173085.48,3837414.39,14.22,0.81,29.08,2.37,8.779
753,MARUTI,Mar 2024,9.51,13.13,15.75,0.0,117.91,1.23,4936.0,Capital Intensive,429.0,545.452229299363,29.0,119.0,16801.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/MARUTI.png,Maruti Suzuki India Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AMARUTI,"Maruti Suzuki India Limited is a publicly listed Indian subsidiary of Japanese automaker Suzuki Motor Corporation. It is the largest automobile manufacturer in India, specialising in small cars.",https://www.marutisuzuki.com/,https://www.nseindia.com/get-quotes/equity?symbol=MARUTI,https://www.bseindia.com/stock-share-price/maruti-suzuki-india-ltd/maruti/532500/,5.0,2835.0,23.67,15.75,Consumer Discretionary,Automobiles,1.36,Mid Cap,2024.0,1503863.63,1891991.87,20.78,8.26,29.97,1.78,24.25
765,MOTHERSON,Mar 2024,3.06,9.45,11.55,0.76,5.22,1.17,925.0,Moderate,4.0,38.57669616519174,20.0,19922.0,7569.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/MOTHERSON.png,Samvardhana Motherson International Ltd,https://in.tradingview.com/chart/?symbol=BSE%3AMOTHERSON,Motherson Sumi Systems is engaged primarily in the manufacturer and sale of components to automotive original equipment manufacturers,http://www.motherson.com/,https://www.nseindia.com/get-quotes/equity?symbol=MOTHERSON,https://www.bseindia.com/stock-share-price/samvardhana-motherson-international-ltd/MOTHERSON/517334/,1.0,46.0,13.7,11.8,Consumer Discretionary,Auto Ancillaries,3.39,Large Cap,2024.0,146151.16,161406.34,9.54,2.38,33.39,2.18,5.560499999999999
777,NAUKRI,Mar 2024,23.46,28.04,1.97,0.01,28.97,0.07,-150.0,Capital Intensive,44.0,234.5891472868217,49.0,246.0,702.0,,-50.0,-50.0,,,https://assets-netstorage.groww.in/stock-assets/logos2/InfoEdgIndia_32670259917_18844.png,Info Edge (India) Ltd,https://in.tradingview.com/chart/?symbol=NSE%3ANAUKRI,"Info Edge is India's premier online classified company with a portfolio of brands. It owns various brands in different fields like naukri.com (online recruitment), 99acres.com (online real estate), jeevansathi.com (online matrimonial) as well as shiksha.com (online education information services). It also acts as an investor and has invested in many start-ups in the online space and is actively growing its investment portfolio.",http://www.infoedge.in/,https://www.nseindia.com/get-quotes/equity?symbol=NAUKRI,https://www.bseindia.com/stock-share-price/info-edge-india-ltd/NAUKRI/532777/,10.0,3225.0,3.65,2.44,Communication Services,Internet & Platforms,4.44,Large Cap,2024.0,563824.44,544283.76,32.88,8.33,11.87,4.29,10.446
789,NESTLEIND,Mar 2024,16.12,23.83,117.75,0.1,41.19,2.32,2938.0,Moderate,41.0,34.791666666666664,79.0,345.0,4175.0,,-50.0,-50.0,,,https://mkt.in/static/mkt-icons/nifty100/NESTLEIND.png,Nestle India Ltd,https://in.tradingview.com/chart/?symbol=NSE%3ANESTLEIND,"Nestle India Limited is the Indian subsidiary of Nestle which is a Swiss multinational company. The company is headquartered in Gurgaon, Haryana. The company's products include food, beverages, chocolate, and confectioneries.",https://www.nestle.in/,https://www.nseindia.com/get-quotes/equity?symbol=NESTLEIND,https://www.bseindia.com/stock-share-price/nestle-india-ltd/nestleind/500790/,1.0,41.0,185.43,135.61,Consumer Staples,Food Products,0.94,Large Cap,2024.0,1677775.19,1677279.88,54.96,14.34,15.49,3.85,40.382
